Branch,Efficiency_Score,Status
Heb Round Rock Fsc Branch,0.999779,Inefficient
Johns & 10 Mile Banking Ctr Branch,0.999779,Inefficient
North Lynnwood Branch,0.999779,Inefficient
Orlando - Americana Branch,0.999779,Inefficient
Roslyn Branch,0.999779,Inefficient
Springdale Branch,0.999779,Inefficient
Florida Boulevard Branch,0.999778,Inefficient
Goodrich Branch,0.999778,Inefficient
Southfield-Warren Branch,0.999778,Inefficient
Williamson Branch,0.999778,Inefficient
Anthem Way and Vision Branch,0.999777,Inefficient
Cermak Branch,0.999777,Inefficient
Evans and 281 Branch,0.999777,Inefficient
Greenway and Tatum Branch,0.999777,Inefficient
Hilliard Darby Banking Center Branch,0.999777,Inefficient
Manitou Springs Convenience Branch,0.999777,Inefficient
Range Ave and Tate Rd Branch,0.999777,Inefficient
Round Lake Banking Center Branch,0.999777,Inefficient
Tacoma Westgate Financial Ctr Branch,0.999777,Inefficient
Belleveue Branch,0.999776,Inefficient
Broad and Waggoner Branch,0.999776,Inefficient
Fort Junction Branch,0.999776,Inefficient
Ridge Griffith Branch,0.999776,Inefficient
Roosevelt & Country Farm Banking Center,0.999776,Inefficient
East 80 Branch,0.999775,Inefficient
Gateway Center Drive Branch,0.999775,Inefficient
Guadalupe & Ellsworth Branch,0.999775,Inefficient
Louetta and Kuykendahl Branch,0.999775,Inefficient
Mira Mesa & Maribury Bnkg Ctr Branch,0.999775,Inefficient
St. Marys Spring Street Branch,0.999775,Inefficient
23rd & Jackson Financial Ctr Branch,0.999774,Inefficient
Carter Road Branch,0.999774,Inefficient
Kalkaska Branch,0.999774,Inefficient
Linden Plaza Branch,0.999774,Inefficient
Shady Cove Branch,0.999774,Inefficient
Baseline and 24th Street Branch,0.999773,Inefficient
Buckeye And16th Street Branch,0.999773,Inefficient
Cocoa Branch,0.999773,Inefficient
Madison and 64th St Branch,0.999773,Inefficient
Mott Haven Branch,0.999773,Inefficient
Newark - Broad & Fulton Branch,0.999773,Inefficient
North Logan Square Banking,0.999773,Inefficient
Rancho Sahuarita Banking Ctr Branch,0.999773,Inefficient
Red Oaks Mill Branch,0.999773,Inefficient
Spring Grove Branch,0.999773,Inefficient
Memorial Drive Alexandria Branch,0.999772,Inefficient
Steubenville Branch,0.999772,Inefficient
Buda Banking Center Branch,0.999771,Inefficient
Combs and Gantzel Branch,0.999771,Inefficient
Concord Mall Branch,0.999771,Inefficient
Eldorado and 75 Branch,0.999771,Inefficient
Fowlerville Branch,0.999771,Inefficient
Kearny Banking Center Branch,0.999771,Inefficient
Lake Michigan Drive Branch,0.999771,Inefficient
Melbourne Park Branch,0.999771,Inefficient
Pioneer Crossing Banking Center Branch,0.999771,Inefficient
Randolph Branch,0.999771,Inefficient
Waterton Canyon Banking Ctr. Branch,0.999771,Inefficient
West Carrollton Branch,0.999771,Inefficient
Acworth Commons Branch,0.99977,Inefficient
Eaton Branch,0.99977,Inefficient
Five Mile Fred Meyer Branch,0.99977,Inefficient
North Bank Branch,0.99977,Inefficient
Peninsula Branch,0.99977,Inefficient
Power and Ray Branch,0.99977,Inefficient
Camelback and 95th Avenue Branch,0.999769,Inefficient
Firestone Banking Center,0.999769,Inefficient
Port Jefferson Village Branch,0.999769,Inefficient
Thomas and 75th Avenue Branch,0.999769,Inefficient
Westpark Tollway Branch,0.999769,Inefficient
Bay Meadows Branch,0.999768,Inefficient
Clark and Gregory Branch,0.999768,Inefficient
Mount Vernon Branch,0.999768,Inefficient
Santa Ana Macarthur/Fairview Branch,0.999768,Inefficient
Santa Clara Branch,0.999768,Inefficient
Watson and Yuma Banking Center Branch,0.999768,Inefficient
Woodburn Branch,0.999768,Inefficient
Bethel Library Place Bnkg Ctr Branch,0.999767,Inefficient
Fry and West Little York Bkg. Ctr. Branch,0.999767,Inefficient
Buhre Avenue Branch,0.999766,Inefficient
Church Avenue Branch,0.999766,Inefficient
Euclid Lakeshore Branch,0.999766,Inefficient
Kendallville Branch,0.999766,Inefficient
Leonard Fuller Branch,0.999766,Inefficient
Lynnwood Branch,0.999766,Inefficient
Scottsville Branch,0.999766,Inefficient
Waterloo Crossing Banking Ctr. Branch,0.999766,Inefficient
East Gresham Branch,0.999765,Inefficient
Hillside Avenue Banking Ctr Branch,0.999765,Inefficient
Johnsburg Branch,0.999765,Inefficient
Lake Hopatcong Branch,0.999765,Inefficient
Port Chester Midland Branch,0.999765,Inefficient
South Carrier Parkway Branch,0.999765,Inefficient
State Office Building Branch,0.999765,Inefficient
Bridgeport Boston Avenue Branch,0.999764,Inefficient
De Pere Branch,0.999763,Inefficient
East Islip Branch,0.999763,Inefficient
Hickory Creek Branch,0.999763,Inefficient
Lancaster-Main Branch,0.999763,Inefficient
Meyerpark Branch,0.999763,Inefficient
Morgan Street Branch,0.999763,Inefficient
Ray and Dobson Frys Branch,0.999763,Inefficient
Castaic Village Branch,0.999762,Inefficient
Kyle Banking Center Branch,0.999762,Inefficient
Lebanon Branch,0.999762,Inefficient
Marlette Branch,0.999762,Inefficient
North Howell Banking Center Branch,0.999762,Inefficient
Omak Branch,0.999762,Inefficient
Orland Park - Marley Creek Square Branch,0.999762,Inefficient
Shavano Park Branch,0.999762,Inefficient
South Bristol Street Branch,0.999762,Inefficient
Sunset Branch,0.999762,Inefficient
Taylorsville Branch,0.999762,Inefficient
Wales Branch,0.999762,Inefficient
Grants Pass Branch,0.999761,Inefficient
North Bergen Branch,0.999761,Inefficient
University Forum Branch,0.999761,Inefficient
Valpico and Tracy Blvd Branch,0.999761,Inefficient
West Eugene Branch,0.999761,Inefficient
Wright Field Branch,0.999761,Inefficient
Acme Branch,0.99976,Inefficient
Bradley Beach Branch,0.99976,Inefficient
Broadway and 7th Branch,0.99976,Inefficient
Escondido Valley Parkway Bnkg Ctr Br,0.99976,Inefficient
Hwy 66 and Lakeshore Branch,0.99976,Inefficient
Lapeer Road & Ray Rd Bnkg Ctr Branch,0.99976,Inefficient
Sullivan Road Branch,0.99976,Inefficient
Woodlands Branch,0.99976,Inefficient
Yonkers Getty Square Branch,0.99976,Inefficient
Danbury Shoprite Branch,0.999759,Inefficient
Prescott Gateway Bkg. Ctr. Branch,0.999759,Inefficient
St Albans & Linden Blvd Bnkg Branch,0.999759,Inefficient
Beecher Heights Branch,0.999758,Inefficient
Belcaro Center Branch,0.999758,Inefficient
Findlay North Branch,0.999758,Inefficient
Glenmary Banking Center Branch,0.999758,Inefficient
Northland Branch,0.999758,Inefficient
Oak Lawn Keeler Banking Ctr Branch,0.999758,Inefficient
Prien Branch,0.999758,Inefficient
Acme No. 1 Branch,0.999757,Inefficient
Augusta Branch,0.999757,Inefficient
Channahon Branch,0.999757,Inefficient
Main & Akard Banking Center Branch,0.999757,Inefficient
Racine Downtown Branch,0.999757,Inefficient
Story Rd Branch,0.999757,Inefficient
Wirt Road Branch,0.999757,Inefficient
Yreka Branch,0.999757,Inefficient
Easton Branch,0.999756,Inefficient
Hall Rd and Heydenreich Branch,0.999756,Inefficient
Lincoln Village Branch,0.999756,Inefficient
Union Hills and 91st Avenue Branch,0.999756,Inefficient
Whiting Branch,0.999756,Inefficient
Akron Centre Branch,0.999755,Inefficient
Broadway Fairlawn Branch,0.999755,Inefficient
Everett 19th Ave Branch,0.999755,Inefficient
Glen Cove Branch,0.999755,Inefficient
Newberg Branch,0.999755,Inefficient
Perth Amboy Banking Center Branch,0.999755,Inefficient
Scappoose Branch,0.999755,Inefficient
Slaughter and I 35 Branch,0.999755,Inefficient
Alondra Branch,0.999754,Inefficient
Greece Ridge Branch,0.999754,Inefficient
Morris Route 6 Branch,0.999754,Inefficient
North Corydon Branch,0.999754,Inefficient
Painesville West Branch,0.999754,Inefficient
Pinellas Park - Park Blvd Branch,0.999754,Inefficient
Powell North Branch,0.999754,Inefficient
Stewart and 83rd Branch,0.999754,Inefficient
Marketplace W Shaw Ave Branch,0.999753,Inefficient
Mcintosh Village Branch,0.999753,Inefficient
New Haven Branch,0.999753,Inefficient
Roseburg Branch,0.999753,Inefficient
Salem Downtown Branch,0.999753,Inefficient
Springfield Branch,0.999753,Inefficient
West Harlem Branch,0.999753,Inefficient
Lincoln Blvd and Peoria Branch,0.999752,Inefficient
Meadow Springs Financial Ctr Branch,0.999752,Inefficient
North Lewis Branch,0.999752,Inefficient
Avondale Palmilla Center Branch,0.999751,Inefficient
Euclid Ave Branch,0.999751,Inefficient
Highland Baxter Branch,0.999751,Inefficient
Keystone & Carson Branch,0.999751,Inefficient
Leestown Road Branch,0.999751,Inefficient
M 59 & Fisk Banking Center Branch,0.999751,Inefficient
Oswego-Orchard Road Banking Center Branch,0.999751,Inefficient
South Broadway and 4th St Branch,0.999751,Inefficient
Austintown Branch,0.99975,Inefficient
Fox River Mall Branch,0.99975,Inefficient
Massapequa Branch,0.99975,Inefficient
Sanger Branch,0.99975,Inefficient
East Setauket Branch,0.999749,Inefficient
Goliad Banking Center Branch,0.999749,Inefficient
Oakley Branch,0.999749,Inefficient
Stockton - Hammer Lane Branch,0.999749,Inefficient
Brice Road Branch,0.999748,Inefficient
Calcutta Branch,0.999748,Inefficient
E 70th Shreveport Branch,0.999748,Inefficient
Harbortown Branch,0.999748,Inefficient
Hwy 6 and Fort Bend Tollway Branch,0.999748,Inefficient
Idaho Falls - Ammon Branch,0.999748,Inefficient
Plainfield Four-Mile Branch,0.999748,Inefficient
Power and Queen Creek Banking Center Branch,0.999748,Inefficient
Wandermere Branch,0.999748,Inefficient
Barkley Village Center,0.999747,Inefficient
Country Club Albertsons Branch,0.999747,Inefficient
Elmhurst Plaza Branch,0.999747,Inefficient
Hi Point Branch,0.999747,Inefficient
Preston and Rolater Branch,0.999747,Inefficient
Scottsdale Rd and Lone Mtn Branch,0.999747,Inefficient
West Chicago-Telegraph Road Branch,0.999747,Inefficient
Broadway and Elmont Branch,0.999746,Inefficient
Lewis and 61st Branch,0.999746,Inefficient
Lockport Jewel Branch,0.999746,Inefficient
Mcminnville Branch,0.999746,Inefficient
Mooresville Banking Center Branch,0.999746,Inefficient
Racine North Branch,0.999746,Inefficient
Tangerine and Thornydale Branch,0.999746,Inefficient
Thomas and Scottsdale Road Branch,0.999746,Inefficient
Atascadero Branch,0.999745,Inefficient
Beverly Banking Center Branch,0.999745,Inefficient
Bronzeville Banking Center Branch,0.999745,Inefficient
Newton Falls Branch,0.999745,Inefficient
US 249 & Northpointe Branch,0.999745,Inefficient
Airport Fwy N Richland Hills Branch,0.999744,Inefficient
Chinatown Center Branch,0.999744,Inefficient
Dexter-Glendale Branch,0.999744,Inefficient
El Dorado Village Branch,0.999744,Inefficient
North Longmont Banking Center Branch,0.999744,Inefficient
Oak Grove Branch,0.999744,Inefficient
Port Huron 24th Street Branch,0.999744,Inefficient
University Monroe Branch,0.999744,Inefficient
Capitol Plaza Branch,0.999743,Inefficient
Challenger Way Branch,0.999743,Inefficient
Downtown Marion Branch,0.999743,Inefficient
Eastern Parkway Branch,0.999743,Inefficient
Garnett and 41st Branch,0.999743,Inefficient
Graceland Banking Center Branch,0.999743,Inefficient
Midway Banking Center Branch,0.999743,Inefficient
St. George Branch,0.999743,Inefficient
Brownsville Branch,0.999742,Inefficient
Duncanville Branch,0.999742,Inefficient
Baseline and Greenfield Branch,0.999741,Inefficient
Bowling Green Branch,0.999741,Inefficient
Brandon - Causeway Branch,0.999741,Inefficient
Harding-Plank Branch,0.999741,Inefficient
I 35 & University Banking Center Branch,0.999741,Inefficient
North Lauderdale - Cypress Branch,0.999741,Inefficient
North Puyallup Financial Ctr Branch,0.999741,Inefficient
Northeast Branch,0.999741,Inefficient
Airline Branch,0.99974,Inefficient
Glen Park Branch,0.99974,Inefficient
Greenville Branch,0.99974,Inefficient
Lakewood Rawsonville Branch,0.99974,Inefficient
Mannheim and Grand Branch,0.99974,Inefficient
New Rochelle Branch,0.99974,Inefficient
Wantage Branch,0.99974,Inefficient
Booneville and Hwy 6 Branch,0.999739,Inefficient
North Collins Branch,0.999739,Inefficient
Orangethorpe Branch,0.999739,Inefficient
Sutphin Boulevard Branch,0.999739,Inefficient
Belpre Branch,0.999738,Inefficient
Benicia Branch,0.999738,Inefficient
Columbia Marketplace Branch,0.999738,Inefficient
East Branch,0.999738,Inefficient
East Side Branch,0.999738,Inefficient
George St and Church Branch,0.999738,Inefficient
Mason and Grand Pkwy Branch,0.999738,Inefficient
Okolona Branch,0.999738,Inefficient
Olympia Fields Branch,0.999738,Inefficient
South Pennsylvania Branch,0.999738,Inefficient
Stevensville Branch,0.999738,Inefficient
Stockton Main Street Branch,0.999738,Inefficient
Broken Arrow Branch,0.999737,Inefficient
Harker Heights Branch,0.999737,Inefficient
Hyde Park Branch,0.999737,Inefficient
The Plant Branch,0.999737,Inefficient
Bell Gardens Branch,0.999736,Inefficient
Court Street Saginaw Branch,0.999736,Inefficient
Crescent Springs Branch,0.999736,Inefficient
Glendale Sierra Branch,0.999736,Inefficient
Industrial Park Branch,0.999736,Inefficient
Ossining Branch,0.999736,Inefficient
Plaza Branch,0.999736,Inefficient
Shea & Monterey Banking Ctr Branch,0.999736,Inefficient
Totowa Union Blvd Branch,0.999736,Inefficient
West Country Club Branch,0.999736,Inefficient
Duarte Branch,0.999735,Inefficient
Irondequoit East Branch,0.999735,Inefficient
North Hollywood Arts District Branch,0.999735,Inefficient
Rittenhouse and Ellsworth Branch,0.999735,Inefficient
Salinas - Creek Bridge Branch,0.999735,Inefficient
Antigo Main Branch,0.999734,Inefficient
Canton Central Plaza Branch,0.999734,Inefficient
Chapel Hill Branch,0.999734,Inefficient
Lindon Branch,0.999734,Inefficient
Paradise Branch,0.999734,Inefficient
Tarrytown Station Bkg. Ctr. Branch,0.999734,Inefficient
Wood Village Branch,0.999734,Inefficient
Crossroads South Albertsons Branch,0.999733,Inefficient
Meridian Branch,0.999733,Inefficient
Orchards Park Financial Branch,0.999733,Inefficient
Port St. Lucie Gatlin Banking Center Branch,0.999733,Inefficient
Seaside Branch,0.999733,Inefficient
Burrage and Lombard Finanlctr Branch,0.999732,Inefficient
Centennial Fillmore Bnkg Ctr Branch,0.999732,Inefficient
New Massillon Branch,0.999732,Inefficient
New Philadelphia Branch,0.999732,Inefficient
Warner Cooper Frys Branch,0.999731,Inefficient
Wixom Branch,0.999731,Inefficient
Banksville Branch,0.99973,Inefficient
Commerce Branch,0.99973,Inefficient
Eastside Branch,0.99973,Inefficient
Manteca - Spreckels Branch,0.99973,Inefficient
Metropolitan Ave and Wood Branch,0.99973,Inefficient
North Blackstone Branch,0.99973,Inefficient
Northland and Ballard Branch,0.99973,Inefficient
Poplar Level Road Branch,0.99973,Inefficient
Post and 21 Street Branch,0.99973,Inefficient
Westlake Branch,0.99973,Inefficient
Woodmen Valley Banking Center Branch,0.99973,Inefficient
Colorado & 136th Banking Ctr Branch,0.999729,Inefficient
Hanover Park Banking Center Branch,0.999729,Inefficient
Heath Branch,0.999729,Inefficient
Mount Shasta Branch,0.999729,Inefficient
North Park Banking Center Branch,0.999729,Inefficient
Paterson Branch,0.999729,Inefficient
White Swan Branch,0.999729,Inefficient
College Hills Branch,0.999728,Inefficient
College Plaza Branch,0.999728,Inefficient
Draper Crossing Branch,0.999728,Inefficient
Grantline Road Branch,0.999728,Inefficient
Lyons and Lockwood Branch,0.999728,Inefficient
Michigan-Fuller Branch,0.999728,Inefficient
Clark and Loop 20 Banking Center Branch,0.999727,Inefficient
Cloverdale Branch,0.999727,Inefficient
East Hialeah Branch,0.999727,Inefficient
Entrada Branch,0.999727,Inefficient
Harbor Springs Branch,0.999727,Inefficient
Northport Branch,0.999727,Inefficient
Clackamas South Branch,0.999726,Inefficient
Custer and 720 Branch,0.999726,Inefficient
Hillsboro Branch,0.999726,Inefficient
Huntington 70th Street Branch,0.999726,Inefficient
Kings Blvd Branch,0.999726,Inefficient
Lakeway Branch,0.999726,Inefficient
Lovers Lane & Devonshire Bnk Cntr Br,0.999726,Inefficient
Mcallen South Mills Bnkg Ctr Branch,0.999726,Inefficient
Northeast 102nd and Halsey Branch,0.999726,Inefficient
Schertz Banking Center Branch,0.999726,Inefficient
Strongbow Centre Branch,0.999726,Inefficient
Wayne Main Branch,0.999726,Inefficient
Bay Plaza Branch,0.999725,Inefficient
Chums Corners Branch,0.999725,Inefficient
El Mirage and Vistancia Branch,0.999725,Inefficient
Leonard Walker Branch,0.999725,Inefficient
Newburgh Branch,0.999725,Inefficient
Springs Ranch Branch,0.999725,Inefficient
Sumner Branch,0.999725,Inefficient
Zanesville Downtown Branch,0.999725,Inefficient
Eastgate Financial Center Branch,0.999724,Inefficient
Franklin Park Branch,0.999724,Inefficient
Main and 119 Branch,0.999724,Inefficient
Maple Avenue Branch,0.999724,Inefficient
Broadview Banking Center Branch,0.999723,Inefficient
Charlestown Branch,0.999723,Inefficient
Desert Hot Springs Branch,0.999723,Inefficient
Kearny Ave Branch,0.999723,Inefficient
Mayo & Scottsdale Banking Ctr Branch,0.999723,Inefficient
Roseland Branch,0.999723,Inefficient
Cedar Springs Branch,0.999722,Inefficient
Culebra Branch,0.999722,Inefficient
East Salem Branch,0.999722,Inefficient
Mokena Branch,0.999722,Inefficient
Orange Banking Center Branch,0.999722,Inefficient
Burleson,0.999721,Inefficient
Hartland Branch,0.999721,Inefficient
Hwy 95 and Long Ave Branch,0.999721,Inefficient
Pine Bush Branch,0.999721,Inefficient
South 6th Street Branch,0.999721,Inefficient
Greens Road Branch,0.99972,Inefficient
Jefferson Park Banking Center Branch,0.99972,Inefficient
Midlothian Branch,0.99972,Inefficient
Murphy's Corner Branch,0.99972,Inefficient
Pleasure Ridge Branch,0.99972,Inefficient
Southeast 82nd and Foster Branch,0.99972,Inefficient
Wabash and Adams Branch,0.99972,Inefficient
Airway Woodman Branch,0.999719,Inefficient
Belleville Franklin Street Branch,0.999719,Inefficient
Galloway Banking Center Branch,0.999719,Inefficient
May & Memorial Banking Center Branch,0.999719,Inefficient
New Windsor Branch,0.999719,Inefficient
South Semoran Branch,0.999719,Inefficient
Bound Brook Branch,0.999718,Inefficient
Clime Road Branch,0.999718,Inefficient
Dixie Branch,0.999718,Inefficient
Elkview Branch,0.999718,Inefficient
Hillcroft Fiesta Branch,0.999718,Inefficient
James Street Branch,0.999718,Inefficient
Roswell Corner Branch,0.999718,Inefficient
